mutant_id,country_of_origin,unique_mutant_ability,mutant_ability_description,age_group,sex,gender_identity,spoken_languages,previous_occupation
2830,Bangladesh,Retrocognition,Seeing past events.,18-34,Female,Male,English,Hippotherapist
2831,India,Electric Resistance,Immunity to electricity.,65+,Female,Female,English,Carpenter
2832,Algeria,Explosion Manipulation,Creating and controlling explosions.,0-17,Female,Male,French,N/A
2833,Angola,Memory Manipulation,Altering and erasing memories.,18-34,Male,Female,English,Laborer
2834,India,Technopathy,Controlling and communicating with machines.,18-34,Female,Non-binary,Tamil,Anthropologist
2835,Brazil,Poison Resistance,Immunity to toxins and poisons.,35-49,Female,Non-binary,Portuguese,Physical Therapist
2836,Pakistan,Emotion Control,Influencing and controlling emotions.,18-34,Male,Male,Punjabi,Kinesiology Researcher
2837,China,Emotion Control,Influencing and controlling emotions.,0-17,Female,Female,Mandarin,N/A
2838,Moldova,Magnetism,Controlling magnetic fields.,65+,Female,Male,English,Social Worker
2839,Saudi Arabia,Vibration Manipulation,Controlling vibrations.,18-34,Female,Female,Arabic,Accountant
2840,USA,Telekinesis,Moving objects with the mind.,18-34,Male,Male,English,Salesperson
2841,India,Electric Resistance,Immunity to electricity.,0-17,Female,Male,Urdu; Tamil; English,N/A
2842,China,Force Fields,Creating protective barriers.,18-34,Female,Female,English,Veterinarian
2843,Russia,Intangibility,"Becoming non-solid, ghost-like.",50-64,Female,Male,Russian,Janitor
2844,Comoros,Omnipotence,Unlimited power.,18-34,Male,Female,English,Photographer
2845,Russia,Lunar Manipulation,Controlling and using lunar energy.,18-34,Female,Female,Russian,Truck Driver
2846,India,Technopathy,Controlling and communicating with machines.,65+,Male,Female,English; Urdu; Telugu,Real Estate Agent
2847,Poland,Bulletproof,Impervious to bullets.,18-34,Female,Male,Polish,Construction Worker
2848,Mexico,Sound Manipulation,Controlling and creating sound.,18-34,Male,Female,Spanish,Manager
2849,Iran,Illusions,Creating false perceptions.,35-49,Male,Female,Persian,Carpenter
2850,USA,Energy Manipulation,"Creating, absorbing, and controlling energy.",65+,Male,Female,English,Food Service Worker
2851,Japan,Adoptive Muscle Memory,Learning physical tasks instantly.,50-64,Male,Female,English; Japanese,Teacher
2852,China,Bulletproof,Impervious to bullets.,18-34,Female,Male,Cantonese,Food Service Worker
2853,Iran,Healing,Rapid recovery from injuries.,35-49,Female,Male,Persian; English,Police Officer
2854,Iraq,Healing,Rapid recovery from injuries.,18-34,Female,Male,Arabic; Kurdish,Janitor
2855,Nigeria,Super Strength,Enhanced physical strength.,35-49,Male,Non-binary,Yoruba,Customer Service Representative
2856,Yemen,Tactile Telekinesis,Moving objects through touch.,35-49,Female,Gender Fluid,Arabic,Manager
2857,India,Animal Communication,Talking to and controlling animals.,65+,Male,Male,Bengali,Volcanologist
2858,South Korea,Force Fields,Creating protective barriers.,35-49,Female,Male,English,Security Guard
2859,USA,Geokinesis,Controlling and manipulating earth/rock.,18-34,Female,Female,Spanish,Retail Sales Associate
2860,China,Duplication,Creating copies of oneself.,35-49,Male,Male,English; Mandarin,Police Officer
2861,China,Sound Manipulation,Controlling and creating sound.,18-34,Male,Male,Mandarin,Perfumer
2862,India,Healing,Rapid recovery from injuries.,35-49,Female,Female,Marathi,Nurse
2863,India,Fire Resistance,Immunity to fire.,18-34,Female,Female,Tamil,Driver
2864,Turkey,Illusions,Creating false perceptions.,18-34,Female,Female,English; Turkish,Urban Planner
2865,Philippines,Substance Mimicry,Turning into any material.,35-49,Male,Male,Filipino; English,Chef
2866,India,Healing,Rapid recovery from injuries.,18-34,Male,Male,Tamil; Marathi,Financial Analyst
2867,Venezuela,Radiation Manipulation,Controlling and creating radiation.,35-49,Female,Male,Spanish,Construction Worker
2868,India,Summoning,Calling forth beings or objects.,35-49,Male,Female,Tamil; English,Oceanographer
2869,Slovenia,Alchemy,Transmuting matter.,35-49,Female,Female,English; Slovene,Financial Analyst
2870,Niger,Atmospheric Manipulation,Controlling the atmosphere.,50-64,Female,Female,English,Nurse
2871,Indonesia,Light Manipulation,Controlling and creating light.,18-34,Female,Male,English,Cashier
2872,India,Psionic Energy,Using psionic energy for various effects.,0-17,Female,Male,Tamil,N/A
2873,South Africa,Regeneration,Ability to regrow lost limbs or organs.,18-34,Female,Female,Zulu; English,Engineer
2874,India,Elasticity,Stretching and reshaping the body.,35-49,Male,Male,Tamil; Urdu,Nurse
2875,India,Bone Manipulation,Controlling and using bones.,0-17,Female,Transgender Male,Bengali,N/A
2876,China,Flight,Ability to fly.,0-17,Male,Male,Cantonese; English,N/A
2877,Vietnam,Bone Manipulation,Controlling and using bones.,18-34,Female,Transgender Male,English; Vietnamese,Psychologist
2878,Indonesia,Energy Projection,Emitting energy blasts.,18-34,Female,Male,English,Horolologist
2879,Papua New Guinea,Enhanced Durability,Increased physical resilience.,18-34,Male,Transgender Male,English,Engineer
2880,Yemen,Enhanced Durability,Increased physical resilience.,18-34,Male,Female,Arabic,Nurse
2881,China,Bulletproof,Impervious to bullets.,18-34,Female,Female,English; Cantonese,Marine Biologist
2882,Sri Lanka,Magic,Using magical spells and abilities.,0-17,Male,Male,Tamil,N/A
2883,Bangladesh,Healing,Rapid recovery from injuries.,35-49,Male,Female,English,Seismologist
2884,India,Explosion Manipulation,Creating and controlling explosions.,35-49,Male,Female,Bengali,Hairdresser
2885,India,Enhanced Durability,Increased physical resilience.,18-34,Female,Female,Hindi,Retail Sales Associate
2886,China,Telekinesis,Moving objects with the mind.,18-34,Male,Female,English,Administrative Assistant
2887,United Arab Emirates,Healing,Rapid recovery from injuries.,35-49,Male,Male,English,Architect
2888,Philippines,Poison Resistance,Immunity to toxins and poisons.,18-34,Male,Female,English,Administrative Assistant
2889,India,Cyberpathy,Controlling and communicating with computers.,50-64,Male,Male,Marathi; English; Tamil,Teacher
2890,China,Super Strength,Enhanced physical strength.,18-34,Female,Male,English,Construction Worker
2891,Côte d'Ivoire,Geokinesis,Controlling and manipulating earth/rock.,35-49,Male,Male,English,Electrician
2892,China,Invisibility,Becoming unseen.,65+,Male,Non-binary,Cantonese,Seismologist
2893,Serbia,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Male,Non-binary,English; Serbian,Social Worker
2894,China,Animal Transformation,Changing into animals.,0-17,Female,Male,English,N/A
2895,India,Telekinesis,Moving objects with the mind.,65+,Male,Female,Hindi; English,Real Estate Agent
2896,China,Elemental Control,"Manipulating elements (fire, water, earth, air).",0-17,Male,Male,English,N/A
2897,Kenya,Solar Manipulation,Controlling and using solar energy.,18-34,Female,Gender Fluid,English,Waiter/Waitress
2898,Sudan,Invisibility,Becoming unseen.,65+,Female,Male,Arabic,Factory Worker
2899,China,Alchemy,Transmuting matter.,18-34,Female,Male,Mandarin,Financial Analyst
2900,China,Sonic Scream,Emitting powerful sonic waves.,18-34,Female,Non-binary,English,Campanologist
2901,Saudi Arabia,Telempathy,Sensing and manipulating emotions.,18-34,Female,Transgender Female,English,Construction Worker
2902,Mexico,Light Manipulation,Controlling and creating light.,18-34,Male,Male,Spanish,Chiropractor
2903,Romania,Ecokinesis,Controlling the ecosystem.,35-49,Male,Female,Romanian,Salesperson
2904,Vietnam,Elemental Control,"Manipulating elements (fire, water, earth, air).",18-34,Female,Male,English,Engineer
2905,USA,Omnipresence,Being present everywhere simultaneously.,50-64,Female,Male,Spanish,Electrician
2906,Philippines,Solar Manipulation,Controlling and using solar energy.,50-64,Male,Male,Filipino,Electrician
2907,Indonesia,Light Manipulation,Controlling and creating light.,0-17,Male,Female,English,N/A
2908,India,Invisibility,Becoming unseen.,35-49,Male,Female,Tamil; Telugu,Astronomer
2909,Kuwait,Precognition,Seeing the future.,18-34,Male,Male,Arabic,Nanotechnologist
2910,Germany,Substance Mimicry,Turning into any material.,50-64,Male,Non-binary,English; German,Mechanic
2911,India,Super Strength,Enhanced physical strength.,35-49,Male,Female,Hindi; Marathi; Tamil,Nurse
2912,Venezuela,Ecokinesis,Controlling the ecosystem.,18-34,Male,Male,Spanish,Food Service Worker
2913,Turkey,Emotion Control,Influencing and controlling emotions.,18-34,Female,Female,English,Security Guard
2914,China,Emotion Control,Influencing and controlling emotions.,50-64,Female,Female,Cantonese,Teacher
2915,China,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Male,Male,English,Teacher
2916,Brazil,Darkness Manipulation,Controlling and creating darkness.,18-34,Female,Male,Portuguese,Plumber
2917,Thailand,Animal Communication,Talking to and controlling animals.,18-34,Female,Male,Thai; English,Art Therapist
2918,China,Umbrakinesis,Controlling and creating shadows.,18-34,Male,Non-binary,Mandarin,Teacher
2919,Cambodia,Acid Generation,Creating and controlling acid.,35-49,Male,Female,Khmer,Farmer
2920,China,Biokinesis,Altering living organisms' biology.,35-49,Female,Male,Mandarin,Real Estate Agent
2921,Zimbabwe,Healing,Rapid recovery from injuries.,18-34,Female,Female,English,Plumber
2922,Indonesia,Spatial Manipulation,Altering space and dimensions.,35-49,Female,Male,English; Indonesian,Driver
2923,Indonesia,Solar Manipulation,Controlling and using solar energy.,35-49,Male,Female,English,Cashier
2924,China,Bulletproof,Impervious to bullets.,0-17,Female,Male,Mandarin,N/A
2925,South Africa,Enhanced Durability,Increased physical resilience.,18-34,Female,Male,English; Xhosa,Lawyer
2926,Brazil,Illusions,Creating false perceptions.,50-64,Female,Female,Portuguese,Construction Worker
2927,Czech Republic,Pressure Manipulation,Controlling pressure in the environment.,0-17,Male,Female,Czech; English,N/A
2928,India,Density Control,Altering one's density.,0-17,Male,Male,Marathi,N/A
2929,India,Sound Manipulation,Controlling and creating sound.,0-17,Male,Male,Marathi,N/A
2930,China,Invisibility,Becoming unseen.,0-17,Male,Male,Cantonese,N/A
2931,China,Vitakinesis,Healing and altering life force.,35-49,Female,Female,Cantonese,Doctor
2932,Indonesia,Ice Resistance,Immunity to cold and ice.,18-34,Male,Transgender Male,Indonesian,Carpenter
2933,UK,Flight,Ability to fly.,50-64,Male,Male,English,Cashier
2934,China,Telekinesis,Moving objects with the mind.,35-49,Male,Female,Mandarin; English,Salesperson
2935,China,Solar Manipulation,Controlling and using solar energy.,0-17,Female,Female,Mandarin,N/A
2936,Russia,Elasticity,Stretching and reshaping the body.,35-49,Female,Male,English,Food Service Worker
2937,USA,Omnilingualism,Understanding all languages.,18-34,Female,Female,English,Laborer
2938,China,Healing,Rapid recovery from injuries.,35-49,Female,Non-binary,Mandarin; Cantonese,Truck Driver
2939,Pakistan,Umbrakinesis,Controlling and creating shadows.,18-34,Female,Male,Punjabi,Laborer
2940,India,Chlorokinesis,Controlling plant life.,18-34,Male,Female,Tamil; Hindi,Food Service Worker
2941,China,Atmospheric Manipulation,Controlling the atmosphere.,35-49,Female,Transgender Male,Cantonese,Hairdresser
2942,Côte d'Ivoire,Technopathy,Controlling and communicating with machines.,18-34,Male,Female,English,Customer Service Representative
2943,China,Flight,Ability to fly.,18-34,Male,Female,English,Hairdresser
2944,South Korea,Enhanced Durability,Increased physical resilience.,18-34,Male,Male,Korean,Financial Analyst
2945,Serbia,Technopathy,Controlling and communicating with machines.,18-34,Female,Male,English,Salesperson
2946,China,Invisibility,Becoming unseen.,0-17,Male,Male,Mandarin,N/A
2947,India,Geokinesis,Controlling and manipulating earth/rock.,35-49,Female,Male,Marathi,Veterinarian
2948,Algeria,Alchemy,Transmuting matter.,0-17,Male,Male,French; Arabic,N/A
2949,India,Seismic Manipulation,Creating and controlling earthquakes.,18-34,Male,Male,Marathi,Electrician
2950,China,Power Negation,Cancelling out others' powers.,0-17,Female,Female,English,N/A
2951,Japan,Power Mimicry,Copying others' powers.,18-34,Male,Female,Japanese,Administrative Assistant
2952,Turkey,Toxikinesis,Creating and controlling toxins and poisons.,35-49,Male,Male,Turkish,Lawyer
2953,China,Toxikinesis,Creating and controlling toxins and poisons.,18-34,Male,Male,Cantonese,Astronomer
2954,China,Precognition,Seeing the future.,18-34,Female,Female,Cantonese,Electrician
2955,India,Healing,Rapid recovery from injuries.,18-34,Female,Male,Telugu,Customer Service Representative
2956,India,Shadow Manipulation,Controlling and creating shadows.,18-34,Female,Non-binary,English,Neuroscientist
2957,Russia,Light Manipulation,Controlling and creating light.,35-49,Male,Male,English,Janitor
2958,Brazil,Vitakinesis,Healing and altering life force.,0-17,Female,Male,Portuguese,N/A
2959,USA,Vibration Manipulation,Controlling vibrations.,18-34,Male,Female,English; Spanish,Nurse
2960,Mexico,Umbrakinesis,Controlling and creating shadows.,65+,Male,Male,Spanish,Accountant
2961,USA,Healing,Rapid recovery from injuries.,0-17,Female,Female,Spanish,N/A
2962,China,Healing,Rapid recovery from injuries.,50-64,Female,Male,Mandarin; Cantonese; English,Financial Analyst
2963,Slovakia,Super Speed,Enhanced speed and reflexes.,35-49,Female,Male,Slovak,Administrative Assistant
2964,India,Pressure Manipulation,Controlling pressure in the environment.,50-64,Female,Female,Telugu,Construction Worker
2965,China,Telempathy,Sensing and manipulating emotions.,18-34,Female,Female,Mandarin,Statistician
2966,Taiwan,Darkness Manipulation,Controlling and creating darkness.,50-64,Female,Female,English,Plumber
2967,Venezuela,Healing,Rapid recovery from injuries.,18-34,Male,Female,Spanish,Nurse
2968,Kenya,Enhanced Intellect,Superhuman intelligence.,35-49,Male,Male,English,Salesperson
2969,India,Aerokinesis,Controlling and creating air/wind.,35-49,Male,Male,English,Social Worker
2970,Algeria,Electrokinesis,Controlling and creating electricity.,18-34,Female,Male,Arabic,Teacher
2971,Morocco,Reality Warping,Altering reality.,18-34,Male,Transgender Male,Arabic,Retail Sales Associate
2972,Myanmar,Temperature Manipulation,Controlling and altering temperature.,35-49,Female,Non-binary,Burmese,Salesperson
2973,USA,Omnilingualism,Understanding all languages.,18-34,Female,Female,Spanish; English,Nurse
2974,China,Photokinesis,Controlling and creating light.,18-34,Male,Female,Cantonese,Physical Therapist
2975,China,Electric Resistance,Immunity to electricity.,50-64,Male,Male,Mandarin,Teacher
2976,India,Duplication,Creating copies of oneself.,0-17,Female,Male,Bengali,N/A
2977,India,Solar Manipulation,Controlling and using solar energy.,18-34,Female,Female,Hindi,Actuary
2978,India,Frequency Manipulation,"Controlling frequencies of sound, light, etc.",18-34,Female,Female,Marathi,Psychologist
2979,USA,Flight,Ability to fly.,18-34,Male,Female,Spanish,Food Service Worker
2980,Rwanda,Enhanced Durability,Increased physical resilience.,35-49,Female,Female,English,Seismologist
2981,Cameroon,Teleportation,Instantaneous travel from one place to another.,35-49,Male,Female,English,Laborer
2982,China,Magic,Using magical spells and abilities.,18-34,Male,Male,Mandarin,Actuary
2983,Indonesia,Enhanced Agility,Superhuman agility and reflexes.,0-17,Male,Female,Indonesian,N/A
2984,Angola,Enhanced Senses,Heightened sensory perception.,35-49,Male,Male,English,Factory Worker
2985,China,Flight,Ability to fly.,18-34,Female,Non-binary,Mandarin,Chef
2986,Germany,Bulletproof,Impervious to bullets.,18-34,Male,Male,English,Hairdresser
2987,China,Radiation Manipulation,Controlling and creating radiation.,18-34,Female,Female,Cantonese,Teacher
2988,Bangladesh,Cyberpathy,Controlling and communicating with computers.,0-17,Female,Female,English,N/A
